	(1)	(2)	(3)	(4)	(5)	(6)	(7)
VARIABLES	Overall	explained	p_explained	specif_err	unexplained	p_unexplained	rwg_error
							
miembros_h			-0.061***	-0.066***		0.118***	0.014***
			(0.002)	(0.006)		(0.008)	(0.001)
p_muj			0.003***	-0.049***		0.027***	0.000
			(0.000)	(0.008)		(0.007)	(0.000)
niños_hog			-0.052***	0.015***		-0.043***	0.051***
			(0.003)	(0.005)		(0.006)	(0.002)
educ_hog			-0.310***	0.150***		0.033***	0.148***
			(0.006)	(0.011)		(0.005)	(0.002)
jefe_mujer			0.005***	-0.011***		0.023***	0.001*
			(0.001)	(0.002)		(0.001)	(0.000)
jefe_edad			0.002***	0.019***		-0.008***	-0.007***
			(0.000)	(0.002)		(0.001)	(0.000)
jefe_cp			-0.012***	-0.034***		0.063***	0.021***
			(0.001)	(0.002)		(0.003)	(0.001)
t_plf			-0.025***	0.012***		-0.009***	0.015***
			(0.001)	(0.004)		(0.002)	(0.001)
t_des			-0.019***	-0.006***		0.007***	0.002***
			(0.001)	(0.001)		(0.001)	(0.000)
ing_nolab_hog			-0.552***	0.547***		-0.004***	0.018***
			(0.018)	(0.019)		(0.000)	(0.002)
ayudas_hog			0.012***	-0.048***		0.125***	-0.047***
			(0.002)	(0.005)		(0.007)	(0.002)
group_1	0.367***						
	(0.002)						
group_c	0.223***						
	(0.002)						
group_2	0.620***						
	(0.002)						
tdifference	-0.254***						
	(0.003)						
t_explained	-0.397***						
	(0.003)						
t_unexplained	0.143***						
	(0.003)						
total		-0.397***			0.143***		
		(0.003)			(0.003)		
p_explained		-1.010***					
		(0.018)					
specif_err		0.613***					
		(0.018)					
rwg_error					0.215***		
					(0.002)		
p_unexplained					-0.072***		
					(0.003)		
Constant				0.085***		-0.403***	
				(0.014)		(0.013)	
							
Observations	.	.	.	.	.	.	.
Standard errors in parentheses							
*** p<0.01, ** p<0.05, * p<0.1							
