	(1)	(2)	(3)	(4)	(5)	(6)	(7)
VARIABLES	Overall	explained	p_explained	specif_err	unexplained	p_unexplained	rwg_error
							
miembros_h			-0.019***	-0.015***		0.028***	0.006***
			(0.001)	(0.003)		(0.003)	(0.000)
p_muj			0.002***	-0.017***		-0.008***	-0.001***
			(0.000)	(0.004)		(0.003)	(0.000)
niños_hog			-0.020***	-0.007***		-0.007***	0.010***
			(0.002)	(0.002)		(0.002)	(0.001)
educ_hog			-0.088***	0.064***		-0.002	0.033***
			(0.003)	(0.005)		(0.002)	(0.001)
jefe_mujer			0.001**	-0.003***		0.008***	0.000**
			(0.001)	(0.001)		(0.001)	(0.000)
jefe_edad			0.001***	0.002**		0.001*	-0.002***
			(0.000)	(0.001)		(0.000)	(0.000)
jefe_cp			-0.005***	-0.025***		0.006***	0.006***
			(0.000)	(0.001)		(0.001)	(0.000)
t_plf			-0.012***	0.019***		0.003***	0.004***
			(0.001)	(0.002)		(0.001)	(0.000)
t_des			-0.012***	-0.005***		0.001***	0.001***
			(0.000)	(0.000)		(0.000)	(0.000)
ing_nolab_hog			-0.109***	0.114***		-0.001***	-0.002***
			(0.009)	(0.010)		(0.000)	(0.001)
ayudas_hog			0.004***	-0.010***		0.015***	-0.012***
			(0.001)	(0.003)		(0.003)	(0.001)
group_1	0.054***						
	(0.001)						
group_c	0.041***						
	(0.001)						
group_2	0.134***						
	(0.001)						
tdifference	-0.080***						
	(0.001)						
t_explained	-0.094***						
	(0.001)						
t_unexplained	0.013***						
	(0.001)						
total		-0.094***			0.013***		
		(0.001)			(0.001)		
p_explained		-0.256***					
		(0.009)					
specif_err		0.163***					
		(0.009)					
rwg_error					0.043***		
					(0.001)		
p_unexplained					-0.030***		
					(0.001)		
Constant				0.046***		-0.074***	
				(0.007)		(0.005)	
							
Observations	.	.	.	.	.	.	.
Standard errors in parentheses							
*** p<0.01, ** p<0.05, * p<0.1							
