	(1)	(2)	(3)	(4)	(5)	(6)	(7)
VARIABLES	Overall	explained	p_explained	specif_err	unexplained	p_unexplained	rwg_error
							
miembros_h			-0.006***	-0.013***		-0.007***	0.001***
			(0.001)	(0.002)		(0.001)	(0.000)
p_muj			-0.000	0.010***		-0.012***	0.003***
			(0.000)	(0.002)		(0.001)	(0.000)
niños_hog			-0.028***	-0.000***		0.005***	0.010***
			(0.003)	(0.000)		(0.001)	(0.001)
educ_hog			-0.026***	0.062***		0.016***	-0.005***
			(0.001)	(0.002)		(0.001)	(0.000)
jefe_mujer			0.012***	-0.018***		0.006***	0.001***
			(0.001)	(0.002)		(0.000)	(0.000)
jefe_edad			-0.002***	-0.000**		-0.000**	0.001***
			(0.000)	(0.000)		(0.000)	(0.000)
jefe_cp			-0.006***	-0.000***		0.004***	0.003***
			(0.001)	(0.000)		(0.000)	(0.000)
t_plf			0.006***	0.007***		-0.007***	-0.001*
			(0.000)	(0.001)		(0.001)	(0.000)
t_des			0.049***	-0.057***		0.010***	-0.013***
			(0.001)	(0.001)		(0.000)	(0.000)
ing_nolab_hog			-0.494***	0.470***		-0.001***	0.026***
			(0.032)	(0.032)		(0.000)	(0.001)
ayudas_hog			0.003***	0.004		0.002**	-0.002***
			(0.001)	(0.003)		(0.001)	(0.000)
group_1	0.025***						
	(0.000)						
group_c	0.000***						
	(0.000)						
group_2	0.068***						
	(0.001)						
tdifference	-0.043***						
	(0.001)						
t_explained	-0.068***						
	(0.001)						
t_unexplained	0.025***						
	(0.000)						
total		-0.068***			0.025***		
		(0.001)			(0.000)		
p_explained		-0.495***					
		(0.032)					
specif_err		0.427***					
		(0.032)					
rwg_error					0.026***		
					(0.000)		
p_unexplained					-0.001***		
					(0.001)		
Constant				-0.038***		-0.016***	
				(0.005)		(0.003)	
							
Observations	.	.	.	.	.	.	.
Standard errors in parentheses							
*** p<0.01, ** p<0.05, * p<0.1							
