	(1)	(2)	(3)	(4)	(5)	(6)	(7)
VARIABLES	Overall	explained	p_explained	specif_err	unexplained	p_unexplained	rwg_error
							
miembros_h			-0.035***	-0.047***		0.072***	0.008***
			(0.001)	(0.006)		(0.005)	(0.001)
p_muj			0.004***	0.081***		-0.093***	0.017***
			(0.001)	(0.005)		(0.004)	(0.001)
niños_hog			-0.096***	0.000		-0.000	0.083***
			(0.008)	(0.000)		(0.003)	(0.003)
educ_hog			-0.118***	0.076***		0.097***	-0.044***
			(0.002)	(0.007)		(0.005)	(0.001)
jefe_mujer			0.034***	-0.078***		0.040***	0.020***
			(0.003)	(0.005)		(0.001)	(0.002)
jefe_edad			-0.013***	0.000**		-0.008***	0.016***
			(0.001)	(0.000)		(0.001)	(0.001)
jefe_cp			-0.045***	-0.000***		0.031***	0.039***
			(0.002)	(0.000)		(0.002)	(0.001)
t_plf			0.033***	0.032***		-0.064***	-0.014***
			(0.001)	(0.002)		(0.002)	(0.001)
t_des			0.109***	-0.055***		0.019***	-0.083***
			(0.002)	(0.004)		(0.001)	(0.002)
ing_nolab_hog			-2.992***	2.690***		-0.010***	0.315***
			(0.079)	(0.079)		(0.000)	(0.004)
ayudas_hog			0.003*	-0.065***		0.111***	-0.013***
			(0.001)	(0.008)		(0.003)	(0.000)
group_1	0.367***						
	(0.001)						
group_c	0.006***						
	(0.000)						
group_2	0.601***						
	(0.002)						
tdifference	-0.234***						
	(0.002)						
t_explained	-0.595***						
	(0.002)						
t_unexplained	0.361***						
	(0.001)						
total		-0.595***			0.361***		
		(0.002)			(0.001)		
p_explained		-3.116***					
		(0.078)					
specif_err		2.521***					
		(0.078)					
rwg_error					0.345***		
					(0.002)		
p_unexplained					0.016***		
					(0.002)		
Constant				-0.113***		-0.179***	
				(0.014)		(0.011)	
							
Observations	.	.	.	.	.	.	.
Standard errors in parentheses							
*** p<0.01, ** p<0.05, * p<0.1							
