	(1)	(2)	(3)	(4)	(5)	(6)	(7)
VARIABLES	Overall	explained	p_explained	specif_err	unexplained	p_unexplained	rwg_error
							
miembros_h			-0.035***	-0.037***		0.023***	0.007***
			(0.000)	(0.001)		(0.001)	(0.000)
p_muj			0.003***	-0.023***		0.015***	0.004***
			(0.000)	(0.002)		(0.001)	(0.000)
niños_hog			-0.045***	-0.000***		-0.001	0.033***
			(0.001)	(0.000)		(0.001)	(0.000)
educ_hog			-0.141***	0.126***		0.035***	0.042***
			(0.001)	(0.001)		(0.001)	(0.000)
jefe_mujer			-0.000***	-0.008***		0.015***	-0.001***
			(0.000)	(0.000)		(0.000)	(0.000)
jefe_edad			-0.008***	-0.000***		-0.003***	0.007***
			(0.000)	(0.000)		(0.000)	(0.000)
jefe_cp			-0.036***	-0.000***		0.007***	0.024***
			(0.000)	(0.000)		(0.000)	(0.000)
t_plf			-0.010***	0.024***		-0.005***	0.001***
			(0.000)	(0.001)		(0.000)	(0.000)
t_des			-0.037***	-0.000***		0.008***	0.013***
			(0.000)	(0.000)		(0.000)	(0.000)
ing_nolab_hog			-2.295***	2.287***		-0.003***	0.013***
			(0.037)	(0.037)		(0.000)	(0.001)
ayudas_hog			0.015***	-0.000*		0.010***	-0.017***
			(0.001)	(0.000)		(0.001)	(0.001)
group_1	0.097***						
	(0.000)						
group_c	0.000***						
	(0.000)						
group_2	0.220***						
	(0.000)						
tdifference	-0.122***						
	(0.000)						
t_explained	-0.219***						
	(0.000)						
t_unexplained	0.097***						
	(0.000)						
total		-0.219***			0.097***		
		(0.000)			(0.000)		
p_explained		-2.589***					
		(0.037)					
specif_err		2.369***					
		(0.037)					
rwg_error					0.125***		
					(0.000)		
p_unexplained					-0.028***		
					(0.000)		
Constant				0.001		-0.129***	
				(0.002)		(0.002)	
							
Observations	.	.	.	.	.	.	.
Standard errors in parentheses							
*** p<0.01, ** p<0.05, * p<0.1							
