	(1)	(2)	(3)	(4)	(5)	(6)	(7)
VARIABLES	Overall	explained	p_explained	specif_err	unexplained	p_unexplained	rwg_error
							
miembros_h			-0.043***	-0.071***		0.057***	0.003***
			(0.001)	(0.001)		(0.002)	(0.000)
p_muj			-0.003***	-0.025***		0.022***	0.010***
			(0.001)	(0.003)		(0.002)	(0.000)
niños_hog			-0.065***	0.000**		-0.006***	0.060***
			(0.002)	(0.000)		(0.002)	(0.001)
educ_hog			-0.177***	0.211***		0.073***	0.037***
			(0.001)	(0.003)		(0.002)	(0.000)
jefe_mujer			-0.000*	-0.011***		0.018***	-0.001***
			(0.000)	(0.000)		(0.001)	(0.000)
jefe_edad			-0.016***	-0.000***		-0.005***	0.013***
			(0.000)	(0.000)		(0.000)	(0.000)
jefe_cp			-0.034***	-0.000***		0.006***	0.026***
			(0.000)	(0.000)		(0.001)	(0.000)
t_plf			-0.005***	0.039***		-0.030***	-0.003***
			(0.000)	(0.001)		(0.001)	(0.000)
t_des			-0.067***	-0.000***		0.011***	0.029***
			(0.000)	(0.000)		(0.000)	(0.000)
ing_nolab_hog			-3.523***	3.489***		-0.009***	0.047***
			(0.049)	(0.050)		(0.000)	(0.001)
ayudas_hog			0.015***	-0.000***		0.016***	-0.023***
			(0.002)	(0.000)		(0.002)	(0.001)
group_1	0.165***						
	(0.001)						
group_c	0.006***						
	(0.000)						
group_2	0.365***						
	(0.001)						
tdifference	-0.200***						
	(0.001)						
t_explained	-0.359***						
	(0.001)						
t_unexplained	0.159***						
	(0.001)						
total		-0.359***			0.159***		
		(0.001)			(0.001)		
p_explained		-3.919***					
		(0.049)					
specif_err		3.560***					
		(0.049)					
rwg_error					0.199***		
					(0.001)		
p_unexplained					-0.040***		
					(0.001)		
Constant				-0.071***		-0.195***	
				(0.004)		(0.004)	
							
Observations	.	.	.	.	.	.	.
Standard errors in parentheses							
*** p<0.01, ** p<0.05, * p<0.1							
