	(1)	(2)	(3)	(4)	(5)	(6)	(7)
VARIABLES	Overall	explained	p_explained	specif_err	unexplained	p_unexplained	rwg_error
							
miembros_h			-0.056***	-0.049***		0.068***	0.015***
			(0.002)	(0.006)		(0.006)	(0.001)
p_muj			0.004***	-0.039***		0.005	-0.001***
			(0.000)	(0.008)		(0.006)	(0.000)
niños_hog			-0.038***	-0.006		-0.027***	0.025***
			(0.004)	(0.004)		(0.005)	(0.002)
educ_hog			-0.196***	0.119***		0.014***	0.084***
			(0.006)	(0.011)		(0.004)	(0.002)
jefe_mujer			0.002**	-0.005**		0.016***	0.000
			(0.001)	(0.002)		(0.001)	(0.000)
jefe_edad			0.004***	0.006***		-0.001	-0.005***
			(0.001)	(0.002)		(0.001)	(0.000)
jefe_cp			-0.012***	-0.053***		0.029***	0.014***
			(0.001)	(0.002)		(0.002)	(0.001)
t_plf			-0.023***	0.030***		0.002	0.009***
			(0.001)	(0.003)		(0.002)	(0.000)
t_des			-0.018***	-0.008***		0.005***	0.001***
			(0.001)	(0.001)		(0.001)	(0.000)
ing_nolab_hog			-0.280***	0.287***		-0.003***	-0.000
			(0.019)	(0.019)		(0.000)	(0.002)
ayudas_hog			0.013***	-0.022***		0.053***	-0.030***
			(0.003)	(0.005)		(0.006)	(0.002)
group_1	0.152***						
	(0.001)						
group_c	0.106***						
	(0.002)						
group_2	0.334***						
	(0.002)						
tdifference	-0.182***						
	(0.003)						
t_explained	-0.228***						
	(0.003)						
t_unexplained	0.046***						
	(0.002)						
total		-0.228***			0.046***		
		(0.003)			(0.002)		
p_explained		-0.599***					
		(0.018)					
specif_err		0.371***					
		(0.019)					
rwg_error					0.112***		
					(0.001)		
p_unexplained					-0.065***		
					(0.002)		
Constant				0.110***		-0.228***	
				(0.013)		(0.011)	
							
Observations	.	.	.	.	.	.	.
Standard errors in parentheses							
*** p<0.01, ** p<0.05, * p<0.1							
