	(1)	(2)	(3)	(4)	(5)	(6)	(7)
VARIABLES	Overall	explained	p_explained	specif_err	unexplained	p_unexplained	rwg_error
							
miembros_h			-0.026***	-0.049***		0.025***	0.004***
			(0.001)	(0.003)		(0.003)	(0.000)
p_muj			0.003***	0.045***		-0.034***	0.009***
			(0.001)	(0.003)		(0.002)	(0.000)
niños_hog			-0.058***	-0.000		-0.001	0.043***
			(0.005)	(0.000)		(0.002)	(0.001)
educ_hog			-0.073***	0.113***		0.048***	-0.020***
			(0.001)	(0.004)		(0.002)	(0.000)
jefe_mujer			0.027***	-0.051***		0.021***	0.009***
			(0.002)	(0.003)		(0.001)	(0.001)
jefe_edad			-0.008***	-0.000***		-0.002***	0.007***
			(0.000)	(0.000)		(0.000)	(0.000)
jefe_cp			-0.024***	-0.000***		0.014***	0.017***
			(0.001)	(0.000)		(0.001)	(0.001)
t_plf			0.020***	0.020***		-0.025***	-0.007***
			(0.001)	(0.001)		(0.001)	(0.001)
t_des			0.081***	-0.068***		0.015***	-0.041***
			(0.001)	(0.002)		(0.000)	(0.001)
ing_nolab_hog			-1.568***	1.450***		-0.004***	0.126***
			(0.046)	(0.047)		(0.000)	(0.002)
ayudas_hog			0.002**	-0.028***		0.039***	-0.006***
			(0.001)	(0.005)		(0.002)	(0.000)
group_1	0.134***						
	(0.000)						
group_c	0.002***						
	(0.000)						
group_2	0.277***						
	(0.001)						
tdifference	-0.143***						
	(0.001)						
t_explained	-0.275***						
	(0.001)						
t_unexplained	0.131***						
	(0.000)						
total		-0.275***			0.131***		
		(0.001)			(0.000)		
p_explained		-1.625***					
		(0.046)					
specif_err		1.350***					
		(0.046)					
rwg_error					0.140***		
					(0.001)		
p_unexplained					-0.008***		
					(0.001)		
Constant				-0.082***		-0.103***	
				(0.008)		(0.005)	
							
Observations	.	.	.	.	.	.	.
Standard errors in parentheses							
*** p<0.01, ** p<0.05, * p<0.1							
