	(1)	(2)	(3)	(4)	(5)	(6)	(7)
VARIABLES	Overall	explained	p_explained	specif_err	unexplained	p_unexplained	rwg_error
							
miembros_h			-0.005***	-0.002		-0.056***	-0.001***
			(0.000)	(0.001)		(0.002)	(0.000)
p_muj			0.000***	0.006***		-0.006***	0.000**
			(0.000)	(0.001)		(0.002)	(0.000)
niños_hog			-0.003***	0.002		-0.020***	-0.001***
			(0.000)	(0.001)		(0.002)	(0.000)
educ_hog			-0.027***	0.041***		0.067***	-0.005***
			(0.000)	(0.001)		(0.001)	(0.000)
jefe_mujer			0.003***	-0.006***		0.008***	0.000**
			(0.000)	(0.000)		(0.000)	(0.000)
jefe_edad			0.001***	0.000		-0.004***	-0.000***
			(0.000)	(0.000)		(0.000)	(0.000)
jefe_cp			0.002***	-0.020***		0.005***	-0.001***
			(0.000)	(0.000)		(0.000)	(0.000)
t_plf			-0.003***	0.012***		0.006***	-0.001***
			(0.000)	(0.001)		(0.001)	(0.000)
t_des			-0.009***	-0.015***		0.008***	-0.001***
			(0.000)	(0.000)		(0.000)	(0.000)
ing_nolab_hog			-0.001***	0.008***		-0.004***	-0.002***
			(0.000)	(0.000)		(0.000)	(0.000)
ayudas_hog			-0.000***	-0.020***		0.047***	-0.000***
			(0.000)	(0.001)		(0.002)	(0.000)
group_1	0.070***						
	(0.000)						
group_c	0.125***						
	(0.000)						
group_2	0.178***						
	(0.001)						
tdifference	-0.108***						
	(0.001)						
t_explained	-0.055***						
	(0.001)						
t_unexplained	-0.053***						
	(0.001)						
total		-0.055***			-0.053***		
		(0.001)			(0.001)		
p_explained		-0.043***					
		(0.000)					
specif_err		-0.012***					
		(0.001)					
rwg_error					-0.012***		
					(0.000)		
p_unexplained					-0.041***		
					(0.001)		
Constant				-0.019***		-0.092***	
				(0.002)		(0.003)	
							
Observations	.	.	.	.	.	.	.
Standard errors in parentheses							
*** p<0.01, ** p<0.05, * p<0.1							
