"REGION"|"SUBREGION"|"PROVINCIA"|"CLAVE"|"EXPAN"|"AÑO"|"TRIMESTRE"|"CV1A01"|"CV1A02"|"CV1B01_A"|"CV1B01_B"|"CV1B01_C"|"CV1B02"|"CV1B03"|"CV1B04"|"CV1B05"|"CV1B06"|"CV1B07"|"CV1B08"|"CV1B09"|"CV1B10"|"CV1B11"|"CV1B12"|"CV1C01"|"CH01_A"|"CH01_B"|"CH01_C"|"CH01_D"|"CH02_A"|"CH02_B"|"CH03"|"CH04"|"CH05"|"CH06"|"CH07"|"CH08"|"CH09"|"CH10"|"CH11"|"CH12"|"CH13_A"|"CH13_B"|"CH14"|"CH15"|"JSEXO"|"JEDAD"|"JGRUPEDAD"|"JCOMED2"|"JCOMED3"|"JCONDOCUP"|"JCATOCUP_S"|"JCATOCUP_A"|"JNIVINS"|"JSITOCUP"|"JCATOCUP"|"JCOMED"|"CANTMIEM"|"MENOR14"|"MAYOR65"|"CANTPING"|"PERMIEOC"|"TASADEP"|"CANTADEQUI"|"MIEMAGRUP"|"CANTOCUP"|"REGTEN"|"PROPAUTO"|"PROPAUTO2"|"TIPOHOG"|"GC_1"|"GC_2"|"GC_3"|"GC_4"|"GC_5"|"GC_6"|"GC_7"|"GC_8"|"GC_9"|"GASTOT"|"FP_CONTADO"|"FP_CREDITO"|"FP_TRABAJO"|"FP_TARJETAS"|"FP_OTRAS"|"FP_INDEF"|"TN_AUTOSERV"|"TN_COMEDOR"|"TN_RESTAURANT"|"TN_ESPECIE"|"TN_INTERNET"|"TN_HIPSUP"|"TN_OTROS"|"TN_INDEF"|"INGTOTH"|"INGPCH"|"MINGTOTH"|"MINGPCH"|"M_NRING"|"GASCOMP"|"GASVENT"|"DECGAPHR"|"DECGAPHT"|"QUIGAPHR"|"QUIGAPHT"|"VINPCH_R"|"DECIMPHT"|"DECIMTHT"|"DECIPPHT"|"DECIPTHT"|"DECIMPHTEXPAN"|"DECIMTHTEXPAN"|"DECIPPHTEXPAN"|"DECIPTHTEXPAN"|"QUI23PHR"|"GASTOC2C3"|"DECGAPHREXPAN"|"DECGAPHTEXPAN"|"DECGAPHP"|"DECGAPHPEXPAN"
"1"|"1A"|"2"|"6900"|2247|2012|1|"2"|""|"1"|"1"|"1"|"4"|"4"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|2|2|"1"|"1"|"1"|"1"|"1"|"2"|2|"1"|"1"|"3"|""|1|66|4|"2"|"2"|"2"|""|""|"04"|"1"|""|"1"|7|2|1|4|2,33333|1,75|4,69|5|3|"1"|"1"|"1"|"4"|1820,12|0|1377|194,24|103,2|451,96|0|0|133,3|4079,82|4079,82|0|0|0|0|0|2736,39|0|0|0|0|33,97|9,46|1300|4733,33|676,19|3500|500|1|4079,82|0|2|2|1|1|3|2|4|2|5|2|4|2|5|1|3737,11|1|2|1|1
"1"|"1A"|"2"|"5229"|1771|2012|1|"2"|""|"1"|"1"|"1"|"1"|"4"|"5"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"4"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|5|2|"1"|"4"|"1"|"1"|"1"|"2"|1|"1"|"1"|"1"|"2"|2|55|3|"2"|"2"|"1"|"1"|""|"10"|"2"|"1"|"1"|3|0|0|2|1,5|1,5|2,8|3|2|"2"|"2"|"2"|"3"|4204,33|1100|309,5|1497,83|1300,83|2197,39|5471,67|215|9,25|16305,8|3656,55|11249,25|0|0|0|0|6079,65|0|3452,9|0|0|18,28|345,72|6409,25|28300|9433,33333|25800|8600|1|16305,8|0|10|10|5|5|19|10|10|10|10|10|10|10|10|5|12551,25|10|10|9|9
"1"|"1A"|"2"|"12092"|1788|2012|1|"2"|""|"1"|"1"|"1"|"4"|"4"|"3"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"2"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|3|1|"1"|"1"|"1"|"1"|"1"|"2"|2|"1"|"1"|"1"|"2"|1|31|1|"3"|"4"|"1"|""|""|"10"|"2"|"1"|"1"|1|0|0|1|1|1|1|1|1|"2"|"1"|"1"|"1"|692,09|0|77,5|333,33|0|544|587,16|0|54,83|2288,91|2288,91|0|0|0|0|0|987,52|215|227,9|0|0|341,66|0|516,83|3500|3500|3500|3500|0|2288,91|0|7|8|4|4|14|9|4|9|4|9|4|8|3|4|1920,18|7|7|5|5
"1"|"1A"|"2"|"443"|1788|2012|1|"2"|""|"1"|"1"|"1"|"5"|"4"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|1|1|"2"|""|"1"|"1"|"1"|"3"|2|"1"|"1"|"3"|""|1|28|1|"1"|"1"|"1"|""|""|"06"|"2"|"1"|"2"|1|0|0|1|1|1|1,06|1|1|"1"|"1"|"1"|"1"|645,87|100|1500|0|0|51,5|0|0|60|2357,37|2357,37|0|0|0|0|0|534,87|0|301|0|0|0|21,5|1500|2466,67|2466,67|2800|2800|1|2357,37|0|7|8|4|4|14|8|3|7|2|8|3|7|2|4|2034,87|7|8|5|5
"1"|"1A"|"2"|"5025"|1264|2012|1|"2"|""|"1"|"1"|"1"|"4"|"4"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"2"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|2|2|"1"|"1"|"1"|"1"|"1"|"2"|1|"1"|"1"|"3"|""|1|20|1|"3"|""|"2"|""|""|"09"|"1"|""|"1"|2|0|0|2|2|1|2,12|2|1|"1"|"1"|"1"|"4"|2192,37|360|1587,33|395,37|0|101,91|778,66|306,94|427,13|6149,71|3426,02|2483,69|0|0|0|0|1889,02|174,15|0|0|0|2026,63|99,24|1960,67|3066,67|1533,335|3400|1700|1|6149,71|0|8|9|4|5|16|6|4|5|3|6|4|4|3|5|5479,81|8|9|7|6
"1"|"1A"|"2"|"16510"|2270|2012|1|"2"|""|"1"|"1"|"1"|"4"|"4"|"5"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"4"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|5|2|"1"|"2"|"1"|"1"|"1"|"2"|1|"1"|"1"|"5"|""|1|37|2|"2"|"2"|"1"|""|""|"09"|"2"|"1"|"1"|5|3|0|2|2,5|2,5|3,53|5|2|"2"|"2"|"2"|"3"|350,45|30|81|0|0|560|260|300|0|1581,45|1581,45|0|0|0|0|0|1281,45|0|0|0|0|0|0|300|8000|1600|8000|1600|1|1581,45|0|1|1|1|1|1|6|8|5|8|5|8|4|8|1|1581,45|1|1|1|1
"1"|"1A"|"2"|"2940"|1364|2012|1|"2"|""|"1"|"1"|"1"|"4"|"4"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|1|1|"1"|"1"|"1"|"1"|"1"|"3"|1|"1"|"1"|"3"|""|2|20|1|"2"|"2"|"2"|""|"1"|"06"|"1"|""|"1"|1|0|0|1||1|0,74|1|0|"1"|"1"|"1"|"1"|1322,47|250|1931|143,16|0|0|200|0|0|3846,63|3258,23|588,4|0|0|0|0|347,66|0|369,8|0|0|1029,17|200|1900|12200|12200|12200|12200|0|3846,63|0|9|10|5|5|17|10|10|10|10|10|10|10|9|5|3193,23|9|9|8|7
"1"|"1A"|"2"|"8402"|3238|2012|2|"2"|""|"1"|"1"|"1"|"4"|"4"|"3"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"2"|"1"|"3"|"3"|"1"|"1"|"3"|"3"|"1"|3|2|"1"|"2"|"1"|"1"|"1"|"1"|1|"1"|"1"|"3"|""|2|24|1|"3"|""|"2"|""|""|"09"|"1"|""|"1"|1|0|0|1||1|0,74|1|0|"1"|"1"|"1"|"1"|1313,08|445|3028,41|245,5|846,32|470,02|261,65|1700|257,18|8567,16|8567,16|0|0|0|0|0|2684,99|0|533,2|0|0|693,63|0|4655,34|6500|6500|6500|6500|0|8567,16|0|10|10|5|5|20|10|7|10|7|10|7|10|7|5|7834,01|10|10|10|10
"1"|"1A"|"2"|"6778"|4325|2012|2|"2"|""|"1"|"1"|"1"|"4"|"4"|"3"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"2"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|3|2|"1"|"1"|"1"|"1"|"1"|"2"|1|"1"|"1"|"3"|""|2|47|2|"2"|"2"|"1"|""|""|"10"|"2"|"1"|"1"|2|0|0|2|2|1|1,74|2|1|"1"|"1"|"1"|"2"|1045,86|0|3027,5|993,83|300|221,68|701,33|350|779,2|7419,4|8179,07|0|190|0|217|0|1613,43|0|0|190|0|1392,79|1627,52|2595,66|18395,83|9197,915|7500|3750|1|9086,07|-1666,67|9|9|5|5|17|9|8|10|10|9|8|10|10|5|5473,65|9|9|7|7
"1"|"1A"|"2"|"14783"|4007|2012|2|"2"|""|"1"|"1"|"1"|"4"|"4"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"2"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|2|1|"1"|"1"|"1"|"1"|"1"|"4"|2|"1"|"1"|"3"|""|1|33|1|"3"|"4"|"1"|""|""|"10"|"2"|"1"|"1"|2|0|0|2|1|1|1,74|2|2|"1"|"1"|"1"|"2"|741,75|144|2184|10|500|849|642|69|0|5139,75|4639,75|500|0|0|0|0|2188,62|0|215|0|0|254,13|10|2472|7583,34|3791,67|6900|3450|1|5139,75|0|8|8|4|4|15|9|8|9|8|9|8|9|8|4|5036,55|7|8|6|5
"1"|"1A"|"2"|"14648"|5196|2012|3|"2"|""|"1"|"1"|"1"|"4"|"4"|"3"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|3|2|"1"|"2"|"1"|"1"|"1"|"1"|2|"1"|"1"|"4"|""|1|54|3|"2"|"2"|"1"|""|""|"03"|"2"|"1"|"1"|5|1|0|3|1,66667|1,6666666667|4,33|5|3|"2"|"1"|"1"|"3"|745,62|190|0|144,98|0|645,42|210|0|200,94|2136,96|2136,96|0|0|0|0|0|1480,28|0|78,26|0|0|0|388,42|190|8600|1720|8600|1720|1|2136,96|0|1|1|1|1|2|6|9|6|8|6|9|5|8|1|1431,63|1|1|1|1
"1"|"1A"|"2"|"11750"|4944|2012|3|"2"|""|"1"|"1"|"1"|"4"|"4"|"3"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"2"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|3|2|"1"|"2"|"1"|"1"|"1"|"1"|1|"1"|"1"|"1"|"2"|2|64|3|"2"|"2"|"1"|"1"|""|"10"|"2"|"1"|"1"|1|0|0|1|1|1|0,64|1|1|"2"|"1"|"1"|"1"|2366,7|840|931|719,94|109,91|305|2246,4|250|2127,1|9896,05|8119,15|1136,9|0|0|0|0|7879,3|0|221,45|0|0|0|215|1580,3|14400|14400|14400|14400|1|9896,05|0|10|10|5|5|20|10|10|10|10|10|10|10|10|5|9072,6|10|10|10|10
"1"|"1A"|"2"|"20687"|2766|2012|3|"2"|""|"1"|"1"|"1"|"4"|"4"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|1|1|"1"|"1"|"1"|"1"|"1"|"1"|2|"1"|"1"|"3"|""|2|31|1|"3"|"4"|"1"|""|""|"10"|"2"|"1"|"1"|2|0|0|2|1|1|1,74|2|2|"1"|"1"|"1"|"2"|3559,97|1375|2578,5|225,67|560|1378,17|1148|0|615,62|11440,93|10157,59|1283,34|0|0|0|0|4232,63|0|1677|0|0|1316,55|388,08|3826,67|11000|5500|11000|5500|1|11440,93|0|10|10|5|5|19|10|9|10|9|10|9|10|9|5|9696,19|10|10|9|9
"1"|"1A"|"2"|"10861"|2474|2013|4|"2"|""|"1"|"1"|"1"|"1"|"4"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"9"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|1|1|"2"|""|"1"|"1"|"1"|"3"|2|"1"|"2"|"3"|""|1|55|3|"1"|"1"|"1"|""|""|"04"|"3"|"2"|"2"|2|0|0|2|1|1|1,74|2|2|"1"|"1"|"1"|"2"|1733,76|0|1670|274,52|158,87|451,5|0|137,6|217,7|4643,95|4643,95|0|0|0|0|0|2641,9|0|0|0|0|337,55|64,5|1600|6000|3000|6000|3000|0|4643,95|0|7|8|4|4|14|8|7|8|7|8|7|8|6|4|4054,85|7|7|5|5
"1"|"1A"|"2"|"1867"|1190|2013|4|"2"|""|"1"|"1"|"1"|"4"|"4"|"4"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"4"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|4|3|"1"|"2"|"1"|"1"|"1"|"2"|1|"1"|"1"|"2"|"2"|1|63|3|"3"|"4"|"1"|""|""|"08"|"3"|"2"|"1"|4|2|0|1|4|4|3,08|4|1|"2"|"1"|"1"|"3"|2246,58|80|67,5|429,88|35|1471|703,33|1288,1|306,25|6627,64|6627,64|0|0|0|0|0|3639,01|0|0|0|0|1635,3|0|1353,33|10000|2500|10000|2500|0|6627,64|0|6|7|3|4|11|8|9|7|9|7|9|7|9|3|6001,13|6|6|3|3
"1"|"1A"|"2"|"11705"|780|2013|4|"2"|""|"1"|"1"|"1"|"1"|"4"|"1"|"1"|"1"|"2"|"1"|"1"|"1"|"1"|"9"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|1|1|"2"|""|"1"|"3"|"1"|"3"|2|"1"|"1"|"3"|""|1|22|1|"2"|"2"|"1"|""|""|"06"|"2"|"1"|"1"|3|1|0|1|3|3|2,13|3|1|"1"|"1"|"1"|"3"|2996,39|450|1565|658,4|30,1|152,96|266,67|0|107,5|6227,02|6227,02|0|0|0|0|0|2595,78|0|344|0|0|1773,26|13,98|1500|2800|933,33333|2800|933,33333|1|6227,02|0|7|8|4|4|13|3|3|3|3|3|3|2|2|4|5356,26|7|7|5|4
"1"|"1A"|"2"|"3236"|981|2013|4|"2"|""|"1"|"1"|"1"|"5"|"4"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"9"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|1|1|"2"|""|"1"|"3"|"1"|"3"|2|"1"|"2"|"3"|""|1|35|2|"1"|"1"|"1"|""|""|"05"|"2"|"1"|"2"|4|2|0|2|4|2|2,96|4|1|"1"|"1"|"1"|"3"|66,87|50|1030|8|0|0|50|0|3|1207,87|1207,87|0|0|0|0|0|185,52|0|0|0|0|22,35|0|1000|4220|1055|4220|1055|1|1207,87|0|1|1|1|1|1|4|5|3|5|4|5|3|4|1|1207,87|1|1|1|1
"1"|"1A"|"2"|"5526"|613|2012|1|"2"|""|"1"|"1"|"1"|"4"|"4"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|2|1|"1"|"1"|"1"|"1"|"1"|"2"|1|"1"|"1"|"1"|"2"|2|60|3|"2"|"2"|"2"|""|""|"06"|"1"|""|"1"|1|0|0|1||1||1|0|"2"|"1"|"1"|"1"|548,18|0|512|305,31|229|396|0|0|0|1990,49|1990,49|0|0|0|0|0|435|0|0|0|0|853,49|0|702|3166,67|3166,67|4000|4000|0|1990,49|0|7|8|4|4|13|9|5|8|3|9|5|8|3|4|1990,49|6|7|4|4
"1"|"1A"|"2"|"8947"|343|2012|1|"2"|""|"1"|"1"|"1"|"4"|"4"|"2"|"1"|"2"|"1"|"1"|"1"|"1"|"1"|"2"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|2|1|"1"|"1"|"1"|"1"|"1"|"2"|1|"1"|"1"|"3"|""|2|29|1|"3"|"4"|"1"|"1"|""|"10"|"2"|"1"|"1"|2|0|0|2|1|1|1,74|2|2|"1"|"1"|"1"|"2"|1535,94|569|2255,8|80,5|807,33|954,5|1035,4|590|89,93|7918,4|6157,27|1761,13|0|0|0|0|1248,63|0|533,2|0|983,8|815,27|328,9|4008,6|10517,87|5258,935|9868|4934|0|7918,4|0|9|10|5|5|18|10|9|10|9|10|9|10|9|5|6410,6|9|9|8|8
"1"|"1A"|"2"|"10270"|2333|2012|1|"2"|""|"1"|"1"|"1"|"4"|"4"|"3"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"9"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"2"|3|3|"1"|"1"|"1"|"1"|"1"|"2"|2|"1"|"1"|"2"|"2"|2|55|3|"2"|"2"|"1"|""|""|"06"|"2"|"1"|"1"|2|0|0|2|1|1|1,48|2|2|"2"|"2"|"2"|"3"|3739,65|1420|55,91|132,4|1056,67|8855,57|623,92|250|1677,51|17811,63|7334,32|10236,51|0|240,8|0|0|1257,16|0|1268,5|0|0|2328,17|11387,8|1570|14650|7325|0|0|1|17811,63|0|10|10|5|5|20|1|1|10|10|1|1|10|10|5|15634,11|10|10|10|10
"1"|"1A"|"2"|"19242"|2027|2012|2|"2"|""|"1"|"1"|"1"|"4"|"4"|"6"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"4"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|6|3|"1"|"2"|"1"|"1"|"1"|"1"|2|"1"|"1"|"1"|"2"|1|47|2|"2"|"2"|"1"|"1"|""|"10"|"2"|"1"|"1"|5|3|0|2|2,5|2,5|3,82|5|2|"2"|"2"|"2"|"3"|4843,09|1550|703,5|2290,49|1370|1672,9|2469|860|365,49|16124,47|10094,36|3935,11|0|0|0|0|7479,52|88,15|1844,7|0|0|579,77|160,18|5972,15|22350|4470|22350|4470|1|16124,47|0|8|9|4|5|16|9|10|9|10|9|10|9|10|5|13859,44|8|9|7|7
"1"|"1A"|"2"|"16747"|5864|2012|2|"2"|""|"1"|"1"|"1"|"4"|"4"|"5"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"4"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|5|3|"1"|"1"|"1"|"1"|"1"|"1"|1|"1"|"1"|"1"|"2"|1|71|4|"2"|"2"|"1"|""|""|"10"|"2"|"1"|"1"|2|0|2|2|2|1|1,46|2|1|"2"|"2"|"2"|"2"|2704,69|390|2415,42|10|2410|942,6|1179|190|65|10306,71|8612,61|1694,1|0|0|0|0|3541,27|0|1363,1|0|0|1214,74|137,6|4050|29605|14802,5|24400|12200|1|10306,71|0|10|10|5|5|19|10|10|10|10|10|10|10|10|5|8806,01|10|10|9|9
"1"|"1A"|"2"|"14782"|2608|2012|2|"2"|""|"1"|"1"|"1"|"4"|"4"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"2"|"3"|"3"|"3"|"3"|"3"|"1"|2|1|"1"|"1"|"1"|"1"|"1"|"2"|1|"1"|"1"|"1"|"2"|1|48|2|"1"|"1"|"1"|""|""|"10"|"3"|"2"|"2"|2|0|0|2|1|1|1,74|2|2|"2"|"2"|"2"|"2"|1156,49|99|523,74|1036,06|695,48|1776,66|320|0|872,56|6479,99|3973,47|4048,19|0|0|0|0|3863,44|0|17,2|0|185,83|2088,72|0|324,8|6433,33|3216,665|3000|1500|1|8021,66|-1541,67|8|9|4|5|16|5|3|8|7|5|4|8|7|5|6462,79|8|9|7|7
"1"|"1A"|"2"|"17913"|2747|2012|2|"2"|""|"1"|"1"|"1"|"4"|"4"|"3"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"2"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|3|2|"1"|"2"|"1"|"1"|"1"|"2"|2|"1"|"1"|"5"|""|1|23|1|"3"|"4"|"2"|""|""|"09"|"1"|""|"1"|2|0|0|2||1|2,12|2|0|"2"|"1"|"1"|"4"|4431,26|0|1906,65|619,33|0|430,98|2489,5|3175|943,7|13996,42|13596,42|0|0|0|0|0|1042,44|0|1053,5|0|1800|3901,13|543,52|5655,83|8100|4050|8100|4050|0|13996,42|0|10|10|5|5|20|9|8|9|8|9|8|9|8|5|12196,44|10|10|10|9
"1"|"1A"|"2"|"9860"|5329|2012|3|"2"|""|"1"|"1"|"1"|"4"|"4"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|2|1|"1"|"1"|"1"|"1"|"1"|"2"|1|"1"|"1"|"1"|"2"|2|51|3|"3"|""|"1"|""|""|"10"|"2"|"1"|"1"|1|0|0|1|1|1|0,74|1|1|"2"|"2"|"2"|"1"|3624,82|1274|1358,5|251,63|300|980,33|443|700|9801,47|18733,75|16991,98|1741,77|0|0|0|0|4084,47|0|739,6|0|0|2829,85|0|11079,83|5866,67|5866,67|8800|8800|1|18733,75|0|10|10|5|5|20|10|9|10|7|10|9|10|6|5|17974,84|10|10|10|10
"1"|"1A"|"2"|"18287"|1017|2012|3|"2"|""|"1"|"1"|"1"|"4"|"4"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"9"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|2|1|"1"|"1"|"1"|"1"|"1"|"1"|1|"1"|"1"|"2"|"2"|2|18|1|"2"|"2"|"2"|""|""|"09"|"1"|""|"1"|1|0|0|1||1|0,74|1|0|"2"|"1"|"1"|"1"|801,44|180|0|176,64|46,23|46|180|2300|543,22|4273,53|4273,53|0|0|0|0|0|1129,73|0|0|0|0|1343,8|0|1800|6000|6000|6000|6000|0|4273,53|0|9|10|5|5|18|10|7|10|7|10|7|10|6|5|4273,53|9|9|8|8
"1"|"1A"|"2"|"3229"|1142|2012|3|"2"|""|"1"|"1"|"1"|"4"|"4"|"4"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"2"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|4|3|"1"|"1"|"1"|"1"|"1"|"2"|1|"1"|"1"|"1"|"2"|1|67|4|"2"|"2"|"1"|"1"|""|"10"|"3"|"2"|"1"|4|0|1|2|2|2|3,68|4|2|"2"|"2"|"2"|"3"|4076,22|220|1615,83|1509,02|1338,85|534,42|513|540|1872,99|12220,33|10830,33|850|0|0|0|0|4931,97|0|705,2|0|0|1842,41|820,75|3920|22700|5675|26200|6550|0|12220,33|0|8|9|4|5|16|10|10|10|10|10|10|10|10|5|11345,71|8|8|7|6
"1"|"1A"|"2"|"5809"|885|2012|3|"2"|""|"1"|"1"|"1"|"4"|"4"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|2|1|"1"|"1"|"1"|"1"|"1"|"2"|1|"1"|"2"|"3"|""|1|31|1|"3"|""|"1"|""|"1"|"10"|"2"|"1"|"1"|2|0|0|2|1|1|1,74|2|2|"1"|"2"|"2"|"2"|3799,05|790|2393,77|521,93|200|5052,01|935|95|541,98|14328,74|13116,14|1212,6|0|0|0|0|3445,94|0|2193|0|0|1917,8|3022|3750|14153,33|7076,665|14000|7000|1|14328,74|0|10|10|5|5|20|10|10|10|10|10|10|10|10|5|11929,34|10|10|10|10
"1"|"1A"|"2"|"19453"|920|2012|3|"2"|""|"1"|"1"|"1"|"4"|"4"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|1|1|"1"|"1"|"1"|"1"|"1"|"2"|1|"1"|"1"|"3"|""|2|26|1|"2"|"2"|"1"|""|""|"05"|"2"|"1"|"1"|2|0|0|2|1|1|1,8|2|2|"1"|"1"|"1"|"2"|442,9|1525|1772,33|109|30|617,5|367,5|0|1003,87|5868,1|5868,1|0|0|0|0|0|3622,85|27,95|0|0|0|152,3|8,33|2056,67|6016,66|3008,33|5600|2800|1|5868,1|0|8|9|4|5|16|8|7|8|7|8|7|8|6|4|5349,95|8|8|6|6
"1"|"1A"|"2"|"9867"|2966|2012|2|"2"|""|"1"|"1"|"1"|"4"|"4"|"4"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"3"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|4|3|"1"|"1"|"1"|"1"|"1"|"2"|1|"1"|"1"|"1"|"1"|1|45|2|"3"|""|"1"|""|""|"10"|"3"|"2"|"1"|4|1|0|2|2|2|3,53|4|2|"2"|"2"|"2"|"3"|2092,69|610|538,5|1141,32|216,67|1122,67|999|510|223,82|7454,67|6654,67|0|0|0|0|0|4055,14|0|129|0|0|1667,7|152,83|1450|9400|2350|9400|2350|1|7454,67|0|6|7|3|4|12|7|9|7|9|7|9|7|9|4|7261,17|6|7|4|4
"1"|"1A"|"2"|"3609"|2700|2012|2|"2"|""|"1"|"1"|"1"|"4"|"4"|"4"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"3"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|4|2|"1"|"1"|"1"|"1"|"1"|"2"|1|"1"|"1"|"3"|""|1|25|1|"1"|"1"|"2"|""|""|"09"|"1"|""|"2"|3|0|0|3||1|3,18|3|0|"1"|"1"|"1"|"4"|2767,23|68|7500|275|0|1345,5|0|625|2|12582,73|12582,73|0|0|0|0|0|1338,23|167,7|2236|0|0|188,3|580,5|8072|19623,33|6541,11|13800|4600|1|12582,73|0|9|10|5|5|18|10|10|10|10|9|10|10|10|5|9228,73|9|9|8|8
"1"|"1A"|"2"|"4687"|4731|2012|2|"2"|""|"1"|"1"|"1"|"4"|"4"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"3"|"1"|"1"|"3"|"3"|"1"|1|1|"1"|"1"|"1"|"1"|"1"|"1"|1|"1"|"1"|"3"|""|1|55|3|"2"|"2"|"1"|""|""|"05"|"3"|"2"|"1"|2|0|0|1|2|2|1,74|2|1|"1"|"1"|"1"|"3"|1280,52|1102|6550|219,81|518|239,4|729|2059|382,35|13080,08|13080,08|0|0|0|0|0|2187,67|0|0|0|0|1645,01|300,4|8947|8733,33|4366,665|10700|5350|1|13080,08|0|10|10|5|5|19|10|9|9|8|10|9|9|8|5|12938,18|10|10|9|9
"1"|"1A"|"2"|"10101"|4007|2012|2|"2"|""|"1"|"1"|"1"|"4"|"4"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"3"|"1"|"1"|"3"|"3"|"1"|2|1|"1"|"1"|"1"|"1"|"1"|"1"|1|"1"|"1"|"3"|""|1|33|1|"3"|""|"1"|""|""|"10"|"2"|"1"|"1"|2|0|0|2|1|1|1,74|2|2|"1"|"2"|"2"|"2"|202,15|170|2672,5|0|0|920|3413,33|0|0|7377,98|7377,98|0|0|0|0|0|1242,5|0|0|0|0|202,15|0|5933,33|11000|5500|0|0|1|7377,98|0|9|9|5|5|17|1|1|10|9|1|1|10|9|5|7377,98|9|9|7|7
"1"|"1A"|"2"|"7328"|3280|2012|2|"2"|""|"1"|"1"|"1"|"4"|"4"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"3"|"1"|"1"|"3"|"3"|"1"|2|1|"1"|"1"|"1"|"1"|"1"|"1"|1|"1"|"2"|"3"|""|1|37|2|"3"|""|"1"|""|""|"09"|"2"|"1"|"1"|1|0|0|1|1|1|1|1|1|"1"|"1"|"1"|"1"|1616,12|272|2801|105,98|0|819,3|494,33|0|61,35|6170,08|6170,08|0|0|0|0|0|2458,77|0|382,7|0|0|463,28|32|2833,33|11700|11700|11500|11500|1|6170,08|0|10|10|5|5|19|10|9|10|9|10|9|10|9|5|5568,08|10|10|9|9
