"REGION"|"SUBREGION"|"PROVINCIA"|"EXPAN"|"CLAVE"|"MIEMBRO"|"CONDOCUP"|"CATOCUP"|"CP24"|"CATOCUP_S"|"CATOCUP_A"|"INGTOTP"|"M_INGTOTP"|"INGTOTP_IMP"|"CANTFTOT"|"CANTFIMP"|"INGLABT"|"M_INGLABT"|"INGLABT_IMP"|"INGOCPAL"|"M_INGOCPAL"|"INGOCSEC"|"M_INGOCSEC"|"INGOCANT"|"M_INGOCANT"|"IJUBILACION"|"M_IJUBILACION"|"IRENTAS"|"M_IRENT"|"ITRANSFERMON"|"M_ITRANSFERMON"|"IAUTOCONSUMO"|"M_IAUTOCONSUMO"
"6"|"6B"|"26"|204|"14330"|2|"1"|"1"|"1"|""|""|4566,67|"0"|0|2|0|4566,67|"0"|0|4566,67|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|132|"12991"|1|"1"|"1"|"1"|""|""|3433,33|"0"|0|2|0|3433,33|"0"|0|3433,33|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|116|"6672"|2|"2"|""|""|""|""|5000|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|5000|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|107|"16131"|1|"1"|"2"|"1"|""|""|4233,33|"0"|0|3|0|3733,33|"0"|0|3733,33|"0"|0|"0"|0|"0"|0|"0"|0|"0"|500|"0"|0|"0"
"6"|"6B"|"26"|120|"6073"|3|"1"|"1"|"1"|""|""|6209,19|"0"|0|2|0|6209,19|"0"|0|6209,19|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|172|"3111"|1|"1"|"2"|"1"|""|""|8200|"0"|0|3|0|6000|"0"|0|6000|"0"|0|"0"|0|"0"|2200|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|205|"13674"|2|"1"|"2"|"1"|""|""|1466,67|"0"|0|2|0|1466,67|"0"|0|1466,67|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|333|"1174"|2|"1"|"1"|"2"|"2"|""|3865|"0"|0|2|0|3865|"0"|0|2315|"0"|1550|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|452|"10975"|2|"1"|"1"|"1"|""|""|2450|"0"|0|2|0|2450|"0"|0|2450|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|296|"11296"|1|"1"|"1"|"1"|""|""|4492|"0"|0|2|0|4492|"0"|0|4492|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|470|"12054"|1|"1"|"1"|"1"|""|""|5578,28|"0"|0|2|0|5578,28|"0"|0|5578,28|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|160|"173"|1|"1"|"1"|"1"|""|""|3700|"0"|0|3|0|1900|"0"|0|1900|"0"|0|"0"|0|"0"|1800|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|503|"4522"|1|"1"|"1"|"1"|""|""|6109,4|"0"|0|2|0|6109,4|"0"|0|6109,4|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|147|"5739"|1|"2"|""|""|""|""|4259,33|"0"|0|2|0|0|"0"|0|0|"0"|0|"0"|0|"0"|1800|"0"|0|"0"|2459,33|"0"|0|"0"
"6"|"6B"|"26"|220|"3987"|2|"2"|""|""|""|""|195|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|195|"0"|0|"0"
"6"|"6B"|"26"|357|"1647"|2|"1"|"1"|"1"|""|""|3450|"0"|0|2|0|3450|"0"|0|3450|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|464|"13962"|1|"2"|""|""|""|""|673,33|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|673,33|"0"|0|"0"
"6"|"6B"|"26"|513|"14438"|1|"1"|"1"|"1"|""|""|6500|"0"|0|2|0|6500|"0"|0|6500|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|523|"20828"|1|"1"|"3"|"2"|"2"|""|5083,33|"0"|0|2|0|5083,33|"0"|0|4583,33|"0"|500|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|344|"3533"|1|"2"|""|""|""|""|1070|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|1070|"0"|0|"0"
"2"|"2A"|"14"|344|"3533"|2|"1"|"1"|"1"|""|""|1666,67|"0"|0|2|0|1666,67|"0"|0|1666,67|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|718|"18625"|2|"2"|""|""|""|""|1550|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|1550|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|439|"10298"|1|"2"|""|""|""|""|2900|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|2900|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|189|"20593"|1|"1"|"1"|"1"|""|""|6600|"0"|0|2|0|6600|"0"|0|6600|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|521|"14523"|2|"2"|""|""|""|""|6000|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|0|"0"|6000|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|396|"15111"|1|"1"|"1"|"1"|""|""|2833,33|"0"|0|2|0|2833,33|"0"|0|2833,33|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|242|"337"|1|"1"|"1"|"1"|""|""|200|"1"|200|2|1|0|"1"|200|200|"1"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|797|"3571"|3|"1"|"2"|"1"|""|""|2000|"0"|0|2|0|2000|"0"|0|2000|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|797|"3571"|4|"2"|""|""|""|""|2183,33|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|2183,33|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|683|"4610"|1|"1"|"1"|"1"|""|""|6766,67|"0"|0|2|0|6766,67|"0"|0|6766,67|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|644|"14840"|1|"2"|""|""|""|""|1800|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|1800|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|1304|"6008"|1|"2"|""|""|""|""|2666,67|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|2666,67|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|163|"4663"|1|"1"|"1"|"1"|""|""|7249,91|"0"|0|2|0|7249,91|"0"|0|7249,91|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|416|"14614"|2|"2"|""|""|""|""|1950|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|1950|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|416|"14614"|5|"2"|""|""|""|""|325|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|325|"0"|0|"0"
"2"|"2A"|"14"|126|"8405"|1|"1"|"1"|"1"|""|""|3033,33|"0"|0|2|0|3033,33|"0"|0|3033,33|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|1301|"1796"|2|"1"|"1"|"2"|"1"|""|2160|"0"|0|2|0|2160|"0"|0|1600|"0"|560|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|1083|"13394"|1|"1"|"2"|"1"|""|""|4000|"0"|0|2|0|4000|"0"|0|4000|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|494|"415"|2|"1"|"1"|"1"|""|""|9183,33|"0"|0|2|0|9183,33|"0"|0|9183,33|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|1601|"19633"|1|"2"|""|""|""|""|2958,33|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|2958,33|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|1992|"3042"|3|"1"|"1"|"1"|""|""|900|"0"|0|2|0|900|"0"|0|900|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|920|"16299"|1|"2"|""|""|""|""|246,67|"0"|0|2|0|0|"0"|0|0|"0"|0|"0"|0|"0"|196,67|"0"|0|"0"|50|"0"|0|"0"
"2"|"2A"|"14"|2108|"51"|4|"1"|"1"|"1"|""|""|12000|"0"|0|2|0|12000|"0"|0|12000|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|337|"1203"|1|"1"|"1"|"1"|""|""|4875|"0"|0|2|0|4875|"0"|0|4875|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|278|"14965"|5|"1"|"2"|"1"|""|""|1200|"0"|0|2|0|1200|"0"|0|1200|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"4"|"4A"|"18"|191|"4365"|1|"1"|"1"|"1"|""|""|600|"0"|0|2|0|600|"0"|0|600|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"4"|"4A"|"18"|74|"7361"|1|"1"|"1"|"1"|""|""|2183,33|"0"|0|3|0|2083,33|"0"|0|2083,33|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|100|"0"
"4"|"4A"|"18"|112|"16469"|2|"1"|"2"|"1"|""|""|240|"0"|0|2|0|240|"0"|0|240|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"4"|"4A"|"18"|214|"9022"|1|"2"|""|""|""|""|1630|"0"|0|2|0|0|"0"|0|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|1466,67|"0"|163,33|"0"
"4"|"4A"|"18"|214|"9022"|2|"1"|"1"|"1"|""|""|2734,29|"0"|0|2|0|2734,29|"0"|0|2734,29|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"4"|"4A"|"18"|172|"19771"|1|"1"|"2"|"1"|""|""|2200|"0"|0|3|0|1000|"0"|0|1000|"0"|0|"0"|0|"0"|0|"0"|0|"0"|1200|"0"|0|"0"
"4"|"4A"|"18"|62|"10660"|1|"2"|""|""|""|""|7660,61|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|7660,61|"0"|0|"0"|0|"0"|0|"0"
"4"|"4A"|"18"|105|"13746"|1|"1"|"2"|"1"|""|""|3153|"0"|0|3|0|3000|"0"|0|3000|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|153|"0"
"4"|"4A"|"18"|259|"20244"|3|"1"|"1"|"2"|"1"|""|366,66|"0"|0|2|0|366,66|"0"|0|333,33|"0"|33,33|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"4"|"4A"|"18"|259|"20244"|4|"1"|"2"|"1"|""|""|1313,33|"0"|0|3|0|108,33|"0"|0|108,33|"0"|0|"0"|0|"0"|0|"0"|0|"0"|1205|"0"|0|"0"
"4"|"4A"|"18"|48|"8136"|2|"2"|""|""|""|""|600|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|600|"0"|0|"0"|0|"0"|0|"0"
"4"|"4A"|"18"|31|"20605"|3|"1"|"1"|"1"|""|""|600|"0"|0|2|0|600|"0"|0|600|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"4"|"4A"|"18"|41|"10228"|1|"1"|"2"|"1"|""|""|300|"0"|0|2|0|300|"0"|0|300|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"4"|"4A"|"18"|137|"6226"|1|"2"|""|""|""|""|1800|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|1800|"0"|0|"0"
"4"|"4A"|"18"|137|"6226"|4|"1"|"1"|"1"|""|""|300|"0"|0|2|0|300|"0"|0|300|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"4"|"4A"|"18"|308|"968"|2|"1"|"2"|"1"|""|""|4500|"0"|0|2|0|4500|"0"|0|4500|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"4"|"4B"|"22"|186|"7728"|2|"1"|"1"|"1"|""|""|2166,67|"0"|0|2|0|2166,67|"0"|0|2166,67|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"4"|"4B"|"22"|237|"14227"|1|"2"|""|""|""|""|2500|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|2500|"0"|0|"0"|0|"0"|0|"0"
"4"|"4B"|"22"|284|"3817"|1|"1"|"1"|"1"|""|""|3900|"0"|0|2|0|3900|"0"|0|3900|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"4"|"4B"|"22"|801|"11464"|3|"2"|""|""|""|""|450|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|450|"0"|0|"0"
"4"|"4B"|"22"|381|"8102"|2|"2"|""|""|""|""|500|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|500|"0"|0|"0"
"4"|"4B"|"22"|674|"15365"|1|"1"|"2"|"1"|""|""|2500|"0"|0|2|0|2500|"0"|0|2500|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"4"|"4B"|"22"|663|"17361"|1|"2"|""|""|""|""|6000|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|6000|"0"|0|"0"|0|"0"|0|"0"
"4"|"4B"|"22"|663|"17361"|3|"1"|"1"|"1"|""|""|3500|"0"|0|2|0|3500|"0"|0|3500|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"4"|"4B"|"22"|562|"2781"|1|"1"|"1"|"1"|""|""|2200|"0"|0|2|0|2200|"0"|0|2200|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"4"|"4B"|"22"|860|"20261"|2|"2"|""|""|""|""|1300|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|1300|"0"|0|"0"|0|"0"|0|"0"
"4"|"4B"|"22"|454|"3370"|1|"2"|""|""|""|"1"|3000|"0"|0|1|0|3000|"0"|0|0|"0"|0|"0"|3000|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|505|"10911"|1|"1"|"1"|"1"|""|""|8666,67|"0"|0|2|0|8666,67|"0"|0|8666,67|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|131|"6392"|4|"2"|""|""|""|""|8333,33|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|8333,33|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|259|"19830"|1|"1"|"1"|"1"|""|""|3716,67|"0"|0|3|0|1300|"0"|0|1300|"0"|0|"0"|0|"0"|2416,67|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|165|"3252"|1|"2"|""|""|""|""|5208,33|"0"|0|2|0|0|"0"|0|0|"0"|0|"0"|0|"0"|2708,33|"0"|0|"0"|2500|"0"|0|"0"
"6"|"6B"|"26"|63|"16743"|1|"1"|"2"|"1"|""|""|6583,33|"0"|0|2|0|6583,33|"0"|0|6583,33|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|129|"13745"|2|"1"|"2"|"1"|""|""|500|"0"|0|2|0|500|"0"|0|500|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|117|"19809"|2|"1"|"1"|"1"|""|""|933,33|"0"|0|2|0|933,33|"0"|0|933,33|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|153|"3184"|2|"1"|"1"|"1"|""|""|3825|"0"|0|2|0|3825|"0"|0|3825|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|211|"880"|2|"2"|""|""|""|""|1900|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|1900|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|132|"5048"|1|"1"|"1"|"1"|""|""|9833,33|"0"|0|2|0|9833,33|"0"|0|9833,33|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|87|"12266"|2|"1"|"1"|"1"|""|""|1900|"0"|0|2|0|1900|"0"|0|1900|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|179|"20511"|1|"1"|"1"|"1"|""|""|12500|"0"|0|2|0|12500|"0"|0|12500|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|385|"19351"|1|"1"|"1"|"1"|""|""|15867,66|"1"|8367,66|3|1|0|"1"|8367,66|8367,66|"1"|0|"0"|0|"0"|7500|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|206|"15865"|2|"1"|"1"|"1"|""|""|300|"0"|0|2|0|300|"0"|0|300|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|106|"12811"|1|"2"|""|""|""|""|2063,15|"0"|0|2|0|0|"0"|0|0|"0"|0|"0"|0|"0"|2000|"0"|0|"0"|63,15|"0"|0|"0"
"6"|"6B"|"26"|147|"16298"|2|"2"|""|""|""|""|4200|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|4200|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|108|"10189"|1|"1"|"1"|"1"|""|""|2295,77|"0"|0|3|0|1500|"0"|0|1500|"0"|0|"0"|0|"0"|0|"0"|0|"0"|795,77|"0"|0|"0"
"6"|"6B"|"26"|144|"6459"|2|"2"|""|""|""|""|420|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|420|"0"|0|"0"
"6"|"6B"|"26"|90|"2037"|1|"1"|"1"|"1"|""|""|6316,67|"0"|0|2|0|6316,67|"0"|0|6316,67|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|107|"17687"|1|"1"|"1"|"1"|""|""|5918,33|"0"|0|4|0|3000|"0"|0|3000|"0"|0|"0"|0|"0"|2858,33|"0"|0|"0"|0|"0"|60|"0"
"6"|"6B"|"26"|101|"202"|2|"1"|"2"|"1"|""|""|800|"0"|0|2|0|800|"0"|0|800|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|54|"12297"|1|"1"|"1"|"1"|""|""|13611,4|"0"|0|2|0|13611,4|"0"|0|13611,4|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|17|"15896"|1|"1"|"1"|"2"|"2"|""|8603,6|"0"|0|3|0|2150|"0"|0|1150|"0"|1000|"0"|0|"0"|0|"0"|0|"0"|6453,6|"0"|0|"0"
"6"|"6B"|"26"|43|"170"|2|"1"|"2"|"1"|""|""|4000|"0"|0|2|0|4000|"0"|0|4000|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"6"|"6B"|"26"|17|"16170"|2|"2"|""|""|""|""|550|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|550|"0"|0|"0"
"6"|"6B"|"26"|61|"19371"|1|"1"|"3"|"1"|""|""|10163,3|"0"|0|3|0|10000|"0"|0|10000|"0"|0|"0"|0|"0"|0|"0"|0|"0"|163,3|"0"|0|"0"
"6"|"6B"|"26"|125|"10721"|2|"2"|""|""|""|""|5600|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|5600|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|311|"10131"|1|"1"|"1"|"1"|""|""|3133,33|"0"|0|2|0|3133,33|"0"|0|3133,33|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|311|"10131"|2|"2"|""|""|""|""|1733,33|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|1733,33|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|311|"10131"|3|"1"|"1"|"1"|""|""|4000|"0"|0|2|0|4000|"0"|0|4000|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|274|"5440"|1|"1"|"1"|"1"|""|""|2000|"0"|0|2|0|2000|"0"|0|2000|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|349|"8104"|1|"1"|"1"|"1"|""|""|2166,67|"0"|0|2|0|2166,67|"0"|0|2166,67|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|335|"18492"|2|"1"|"1"|"1"|""|""|2700|"0"|0|2|0|2700|"0"|0|2700|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|296|"11913"|1|"1"|"1"|"1"|""|""|3000|"0"|0|2|0|3000|"0"|0|3000|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|626|"15185"|1|"1"|"1"|"1"|""|""|1765,72|"0"|0|2|0|1765,72|"0"|0|1765,72|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|552|"3625"|1|"1"|"1"|"1"|""|""|4566,67|"0"|0|2|0|4566,67|"0"|0|4566,67|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|221|"10534"|1|"1"|"2"|"1"|""|""|4500|"0"|0|2|0|4500|"0"|0|4500|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|49|"7198"|2|"1"|"1"|"1"|""|""|5308,33|"0"|0|2|0|5308,33|"0"|0|5308,33|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|57|"10564"|1|"1"|"2"|"1"|""|""|2500|"0"|0|2|0|2500|"0"|0|2500|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|155|"6255"|1|"2"|""|""|""|""|1706,1|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|1706,1|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|155|"6255"|2|"1"|"1"|"1"|""|""|1066,67|"0"|0|2|0|1066,67|"0"|0|1066,67|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|104|"341"|2|"1"|"1"|"1"|""|""|416,67|"0"|0|2|0|416,67|"0"|0|416,67|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|890|"59"|3|"1"|"1"|"1"|""|""|716,67|"0"|0|2|0|716,67|"0"|0|716,67|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|852|"13058"|2|"2"|""|""|""|""|432|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|432|"0"|0|"0"
"2"|"2A"|"14"|80|"12061"|1|"1"|"2"|"1"|""|""|6833,33|"0"|0|2|0|6833,33|"0"|0|6833,33|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|127|"8068"|2|"2"|""|""|""|""|9500|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|9500|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|2543|"14670"|1|"1"|"2"|"1"|""|""|1900|"0"|0|2|0|1900|"0"|0|1900|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|5005|"7757"|2|"1"|"2"|"1"|""|""|1750|"0"|0|2|0|1750|"0"|0|1750|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|1533|"8670"|1|"1"|"1"|"1"|""|""|1800|"0"|0|3|0|800|"0"|0|800|"0"|0|"0"|0|"0"|1000|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|1658|"3371"|1|"2"|""|""|""|""|2400|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|2400|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|1407|"1703"|2|"2"|""|""|""|""|268,67|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|268,67|"0"|0|"0"
"2"|"2A"|"14"|767|"5905"|1|"1"|"1"|"2"|"1"|""|8233,33|"0"|0|2|0|8233,33|"0"|0|4833,33|"0"|3400|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|1525|"11030"|4|"1"|"2"|"1"|""|""|3300|"0"|0|2|0|3300|"0"|0|3300|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"2"|"2A"|"14"|1278|"9972"|1|"1"|"1"|"1"|""|""|0|"0"|0|2|0|0|"0"|0|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"4"|"4B"|"22"|419|"7466"|2|"1"|"2"|"1"|""|""|1616,67|"0"|0|2|0|1616,67|"0"|0|1616,67|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"4"|"4B"|"22"|486|"20289"|2|"2"|""|""|""|"2"|420|"0"|0|2|0|200|"0"|0|0|"0"|0|"0"|200|"0"|0|"0"|0|"0"|220|"0"|0|"0"
"4"|"4B"|"22"|417|"9850"|1|"1"|"1"|"1"|""|""|4235|"0"|0|2|0|4235|"0"|0|4235|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"4"|"4B"|"22"|191|"16408"|2|"1"|"1"|"1"|""|""|3950|"0"|0|2|0|3950|"0"|0|3950|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"|0|"0"
"4"|"4B"|"22"|264|"1119"|2|"2"|""|""|""|""|2000|"0"|0|1|0|0|"0"|0|0|"0"|0|"0"|0|"0"|2000|"0"|0|"0"|0|"0"|0|"0"
