	(1)	(2)	(3)	(4)	(5)	(6)	(7)
VARIABLES	Overall	explained	p_explained	specif_err	unexplained	p_unexplained	rwg_error
							
miembros_h			-0.013***	-0.056***		0.015***	-0.003***
			(0.000)	(0.002)		(0.002)	(0.000)
p_muj			-0.000***	-0.021***		0.018***	0.000
			(0.000)	(0.002)		(0.002)	(0.000)
niños_hog			-0.006***	-0.006***		0.009***	-0.006***
			(0.000)	(0.002)		(0.003)	(0.000)
educ_hog			-0.048***	0.071***		0.137***	-0.012***
			(0.000)	(0.002)		(0.002)	(0.000)
jefe_mujer			0.002***	-0.001***		0.004***	0.000***
			(0.000)	(0.001)		(0.001)	(0.000)
jefe_edad			0.001***	-0.000		-0.008***	-0.001***
			(0.000)	(0.000)		(0.000)	(0.000)
jefe_cp			0.001***	-0.002***		-0.001	-0.001***
			(0.000)	(0.001)		(0.001)	(0.000)
t_des			-0.024***	-0.017***		0.014***	0.001***
			(0.000)	(0.001)		(0.001)	(0.000)
ing_nolab_hog			-0.004***	0.022***		-0.009***	-0.004***
			(0.000)	(0.000)		(0.000)	(0.000)
ayudas_hog			0.000	-0.017***		0.024***	-0.001***
			(0.000)	(0.003)		(0.003)	(0.000)
group_1	0.160***						
	(0.001)						
group_c	0.273***						
	(0.001)						
group_2	0.361***						
	(0.001)						
tdifference	-0.200***						
	(0.001)						
t_explained	-0.113***						
	(0.001)						
t_unexplained	-0.087***						
	(0.001)						
total		-0.113***			-0.087***		
		(0.001)			(0.001)		
p_explained		-0.090***					
		(0.001)					
specif_err		-0.023***					
		(0.001)					
rwg_error					-0.026***		
					(0.001)		
p_unexplained					-0.061***		
					(0.001)		
Constant				0.005		-0.265***	
				(0.004)		(0.004)	
							
Observations	.	.	.	.	.	.	.
Standard errors in parentheses							
*** p<0.01, ** p<0.05, * p<0.1							
