	(1)	(2)	(3)	(4)	(5)	(6)	(7)
VARIABLES	Overall	explained	p_explained	specif_err	unexplained	p_unexplained	rwg_error
							
miembros_h			-0.011***	-0.010***		0.020***	0.003***
			(0.001)	(0.002)		(0.002)	(0.000)
p_muj			-0.000***	-0.022***		0.000	-0.000
			(0.000)	(0.002)		(0.001)	(0.000)
niños_hog			-0.014***	-0.004***		-0.006***	0.007***
			(0.001)	(0.001)		(0.001)	(0.001)
educ_hog			-0.061***	0.064***		-0.011***	0.014***
			(0.002)	(0.004)		(0.001)	(0.001)
jefe_mujer			-0.000	-0.000		0.004***	0.000***
			(0.000)	(0.001)		(0.000)	(0.000)
jefe_edad			0.001***	-0.002***		0.002***	-0.000***
			(0.000)	(0.001)		(0.000)	(0.000)
jefe_cp			-0.004***	-0.015***		0.004***	0.003***
			(0.000)	(0.001)		(0.001)	(0.000)
t_des			-0.008***	-0.004***		0.001***	0.000***
			(0.000)	(0.000)		(0.000)	(0.000)
ing_nolab_hog			-0.055***	0.056***		-0.001***	0.001
			(0.006)	(0.006)		(0.000)	(0.000)
ayudas_hog			0.002*	-0.005***		0.006***	-0.006***
			(0.001)	(0.002)		(0.002)	(0.001)
group_1	0.027***						
	(0.000)						
group_c	0.020***						
	(0.000)						
group_2	0.073***						
	(0.001)						
tdifference	-0.045***						
	(0.001)						
t_explained	-0.053***						
	(0.001)						
t_unexplained	0.007***						
	(0.001)						
total		-0.053***			0.007***		
		(0.001)			(0.001)		
p_explained		-0.151***					
		(0.006)					
specif_err		0.098***					
		(0.006)					
rwg_error					0.022***		
					(0.000)		
p_unexplained					-0.014***		
					(0.001)		
Constant				0.041***		-0.034***	
				(0.004)		(0.003)	
							
Observations	.	.	.	.	.	.	.
Standard errors in parentheses							
*** p<0.01, ** p<0.05, * p<0.1							
