	(1)	(2)	(3)	(4)	(5)	(6)	(7)
VARIABLES	Overall	explained	p_explained	specif_err	unexplained	p_unexplained	rwg_error
							
miembros_h			-0.028***	-0.039***		0.042***	-0.008***
			(0.001)	(0.005)		(0.007)	(0.001)
p_muj			-0.000**	-0.019***		-0.033***	-0.000
			(0.000)	(0.005)		(0.007)	(0.000)
niños_hog			-0.004***	0.049***		-0.095***	0.000***
			(0.000)	(0.004)		(0.008)	(0.000)
educ_hog			-0.029***	0.044***		0.023***	-0.009***
			(0.001)	(0.003)		(0.004)	(0.000)
jefe_mujer			0.004***	-0.005***		0.013***	0.000*
			(0.000)	(0.001)		(0.001)	(0.000)
jefe_edad			0.002***	0.002**		0.001	-0.000***
			(0.000)	(0.001)		(0.001)	(0.000)
jefe_cp			0.014***	-0.036***		0.003	-0.003***
			(0.000)	(0.002)		(0.002)	(0.001)
t_des			-0.011***	-0.012***		0.003***	0.002***
			(0.000)	(0.001)		(0.001)	(0.000)
ing_nolab_hog			-0.001***	0.016***		-0.006***	-0.005***
			(0.000)	(0.001)		(0.001)	(0.000)
ayudas_hog			-0.002***	-0.059***		0.079***	-0.004***
			(0.000)	(0.004)		(0.007)	(0.000)
group_1	0.147***						
	(0.001)						
group_c	0.213***						
	(0.002)						
group_2	0.328***						
	(0.002)						
tdifference	-0.181***						
	(0.003)						
t_explained	-0.066***						
	(0.002)						
t_unexplained	-0.114***						
	(0.003)						
total		-0.066***			-0.114***		
		(0.002)			(0.003)		
p_explained		-0.055***					
		(0.001)					
specif_err		-0.011***					
		(0.002)					
rwg_error					-0.026***		
					(0.001)		
p_unexplained					-0.088***		
					(0.003)		
Constant				0.046***		-0.118***	
				(0.007)		(0.010)	
							
Observations	.	.	.	.	.	.	.
Standard errors in parentheses							
*** p<0.01, ** p<0.05, * p<0.1							
