	(1)	(2)	(3)	(4)	(5)	(6)	(7)
VARIABLES	Overall	explained	p_explained	specif_err	unexplained	p_unexplained	rwg_error
							
miembros_h			-0.029***	-0.074***		0.049***	0.002***
			(0.001)	(0.003)		(0.003)	(0.000)
p_muj			-0.000	-0.015***		0.033***	-0.003***
			(0.001)	(0.003)		(0.002)	(0.000)
niños_hog			-0.059***	0.000		-0.010***	0.052***
			(0.005)	(0.000)		(0.002)	(0.001)
educ_hog			-0.077***	0.162***		0.000	-0.014***
			(0.001)	(0.004)		(0.002)	(0.000)
jefe_mujer			0.013***	-0.031***		0.014***	0.008***
			(0.002)	(0.003)		(0.001)	(0.001)
jefe_edad			-0.008***	-0.000***		0.000	0.004***
			(0.000)	(0.000)		(0.000)	(0.000)
jefe_cp			-0.021***	0.000***		0.002**	0.025***
			(0.001)	(0.000)		(0.001)	(0.001)
t_des			0.074***	-0.075***		0.018***	-0.027***
			(0.001)	(0.002)		(0.000)	(0.001)
ing_nolab_hog			-1.473***	1.380***		-0.004***	0.100***
			(0.046)	(0.047)		(0.000)	(0.002)
ayudas_hog			0.001	-0.040***		0.052***	-0.006***
			(0.001)	(0.005)		(0.002)	(0.000)
group_1	0.130***						
	(0.000)						
group_c	0.003***						
	(0.000)						
group_2	0.274***						
	(0.001)						
tdifference	-0.143***						
	(0.001)						
t_explained	-0.271***						
	(0.001)						
t_unexplained	0.128***						
	(0.000)						
total		-0.271***			0.128***		
		(0.001)			(0.000)		
p_explained		-1.579***					
		(0.046)					
specif_err		1.308***					
		(0.046)					
rwg_error					0.141***		
					(0.001)		
p_unexplained					-0.013***		
					(0.001)		
Constant				0.000		-0.166***	
				(0.007)		(0.005)	
							
Observations	.	.	.	.	.	.	.
Standard errors in parentheses							
*** p<0.01, ** p<0.05, * p<0.1							
