	(1)	(2)	(3)	(4)	(5)	(6)	(7)
VARIABLES	Overall	explained	p_explained	specif_err	unexplained	p_unexplained	rwg_error
							
miembros_h			-0.048***	-0.069***		0.054***	0.006***
			(0.001)	(0.001)		(0.002)	(0.000)
p_muj			0.006***	-0.046***		0.029***	0.008***
			(0.001)	(0.003)		(0.002)	(0.000)
niños_hog			-0.064***	0.000***		-0.005***	0.060***
			(0.002)	(0.000)		(0.002)	(0.001)
educ_hog			-0.184***	0.231***		0.064***	0.038***
			(0.001)	(0.003)		(0.002)	(0.000)
jefe_mujer			-0.000***	-0.007***		0.014***	-0.002***
			(0.000)	(0.000)		(0.001)	(0.000)
jefe_edad			-0.016***	-0.000***		-0.004***	0.012***
			(0.000)	(0.000)		(0.000)	(0.000)
jefe_cp			-0.031***	-0.000***		0.005***	0.023***
			(0.000)	(0.000)		(0.001)	(0.000)
t_des			-0.064***	-0.000***		0.011***	0.028***
			(0.000)	(0.000)		(0.000)	(0.000)
ing_nolab_hog			-3.293***	3.262***		-0.007***	0.043***
			(0.050)	(0.050)		(0.000)	(0.001)
ayudas_hog			0.008***	-0.000***		0.019***	-0.020***
			(0.002)	(0.000)		(0.002)	(0.001)
group_1	0.160***						
	(0.001)						
group_c	0.006***						
	(0.000)						
group_2	0.361***						
	(0.001)						
tdifference	-0.200***						
	(0.001)						
t_explained	-0.355***						
	(0.001)						
t_unexplained	0.155***						
	(0.001)						
total		-0.355***			0.155***		
		(0.001)			(0.001)		
p_explained		-3.685***					
		(0.049)					
specif_err		3.330***					
		(0.049)					
rwg_error					0.196***		
					(0.001)		
p_unexplained					-0.041***		
					(0.001)		
Constant				-0.038***		-0.222***	
				(0.004)		(0.004)	
							
Observations	.	.	.	.	.	.	.
Standard errors in parentheses							
*** p<0.01, ** p<0.05, * p<0.1							
