	(1)	(2)	(3)	(4)	(5)	(6)	(7)
VARIABLES	Overall	explained	p_explained	specif_err	unexplained	p_unexplained	rwg_error
							
miembros_h			-0.065***	-0.061***		0.079***	0.014***
			(0.002)	(0.005)		(0.006)	(0.001)
p_muj			-0.001***	-0.087***		0.036***	-0.000**
			(0.000)	(0.006)		(0.004)	(0.000)
niños_hog			-0.042***	0.000		-0.039***	0.032***
			(0.004)	(0.004)		(0.004)	(0.002)
educ_hog			-0.224***	0.199***		-0.015***	0.070***
			(0.006)	(0.010)		(0.003)	(0.002)
jefe_mujer			-0.001	-0.000		0.013***	0.000*
			(0.001)	(0.002)		(0.001)	(0.000)
jefe_edad			0.005***	-0.003		0.005***	-0.003***
			(0.001)	(0.002)		(0.001)	(0.000)
jefe_cp			-0.014***	-0.053***		0.033***	0.012***
			(0.001)	(0.002)		(0.002)	(0.001)
t_des			-0.017***	-0.008***		0.007***	0.001***
			(0.001)	(0.001)		(0.001)	(0.000)
ing_nolab_hog			-0.261***	0.257***		-0.002***	0.010***
			(0.017)	(0.017)		(0.000)	(0.001)
ayudas_hog			0.013***	-0.020***		0.050***	-0.029***
			(0.003)	(0.005)		(0.005)	(0.002)
group_1	0.147***						
	(0.001)						
group_c	0.099***						
	(0.001)						
group_2	0.328***						
	(0.002)						
tdifference	-0.181***						
	(0.003)						
t_explained	-0.229***						
	(0.003)						
t_unexplained	0.048***						
	(0.002)						
total		-0.229***			0.048***		
		(0.003)			(0.002)		
p_explained		-0.607***					
		(0.017)					
specif_err		0.378***					
		(0.017)					
rwg_error					0.107***		
					(0.001)		
p_unexplained					-0.059***		
					(0.002)		
Constant				0.153***		-0.225***	
				(0.012)		(0.009)	
							
Observations	.	.	.	.	.	.	.
Standard errors in parentheses							
*** p<0.01, ** p<0.05, * p<0.1							
