	(1)	(2)	(3)	(4)	(5)	(6)	(7)
VARIABLES	Overall	explained	p_explained	specif_err	unexplained	p_unexplained	rwg_error
							
miembros_h			-0.038***	0.023***		0.025***	-0.008***
			(0.001)	(0.007)		(0.007)	(0.001)
p_muj			-0.000**	-0.030***		-0.004	-0.000
			(0.000)	(0.006)		(0.007)	(0.000)
niños_hog			-0.010***	0.056***		-0.085***	-0.001***
			(0.000)	(0.005)		(0.008)	(0.000)
educ_hog			-0.050***	0.026***		0.057***	-0.011***
			(0.001)	(0.004)		(0.005)	(0.001)
jefe_mujer			0.004***	-0.007***		0.015***	0.000*
			(0.000)	(0.001)		(0.001)	(0.000)
jefe_edad			0.002***	0.008***		-0.003***	-0.000**
			(0.000)	(0.001)		(0.001)	(0.000)
jefe_cp			0.024***	-0.018***		0.029***	-0.004***
			(0.001)	(0.002)		(0.002)	(0.001)
t_des			-0.015***	-0.006***		0.003***	0.002***
			(0.001)	(0.001)		(0.001)	(0.000)
ing_nolab_hog			-0.002***	0.018***		-0.002***	-0.006***
			(0.000)	(0.001)		(0.001)	(0.000)
ayudas_hog			0.002***	-0.076***		0.132***	-0.008***
			(0.000)	(0.005)		(0.007)	(0.000)
group_1	0.354***						
	(0.002)						
group_c	0.441***						
	(0.002)						
group_2	0.611***						
	(0.002)						
tdifference	-0.257***						
	(0.003)						
t_explained	-0.087***						
	(0.003)						
t_unexplained	-0.170***						
	(0.003)						
total		-0.087***			-0.170***		
		(0.003)			(0.003)		
p_explained		-0.082***					
		(0.002)					
specif_err		-0.004					
		(0.003)					
rwg_error					-0.036***		
					(0.002)		
p_unexplained					-0.134***		
					(0.003)		
Constant				0.001		-0.302***	
				(0.009)		(0.011)	
							
Observations	.	.	.	.	.	.	.
Standard errors in parentheses							
*** p<0.01, ** p<0.05, * p<0.1							
